,Algorithm,Parameter,Attempt,Iterations,Time (s),Max Tile
0,MCTS,24,1,383,16.2752,512.0
1,MCTS,24,2,207,9.3799,256.0
2,MCTS,24,3,472,17.3842,512.0
3,MCTS,24,4,373,14.8652,512.0
4,MCTS,24,5,421,16.747,512.0
5,MCTS,24,6,597,20.9009,1024.0
6,MCTS,24,7,511,18.2784,512.0
7,MCTS,24,8,254,10.4079,256.0
8,MCTS,24,9,500,18.0264,512.0
9,MCTS,24,10,475,17.3578,512.0
10,MCTS,24,11,850,27.6968,1024.0
11,MCTS,24,12,522,18.6218,512.0
12,MCTS,24,13,479,17.6846,512.0
13,MCTS,24,14,258,10.813,256.0
14,MCTS,24,15,367,14.6846,512.0
15,MCTS,24,16,466,16.9689,512.0
16,MCTS,24,17,849,26.4427,1024.0
17,MCTS,24,18,718,25.807,1024.0
18,MCTS,24,19,488,17.4001,512.0
19,MCTS,24,20,696,24.4676,1024.0
20,MCTS,24,21,516,18.1055,512.0
21,MCTS,24,22,131,6.2813,128.0
22,MCTS,24,23,154,7.5158,128.0
23,MCTS,24,24,822,27.3627,1024.0
24,MCTS,24,25,323,14.4134,512.0
25,MCTS,24,26,523,17.4398,512.0
26,MCTS,24,27,265,11.0475,256.0
27,MCTS,24,28,357,13.9782,512.0
28,MCTS,24,29,486,17.6952,512.0
29,MCTS,24,30,862,26.8834,1024.0
30,MCTS,24,31,285,11.4389,256.0
31,MCTS,24,32,475,16.8518,512.0
32,MCTS,24,33,502,18.0299,512.0
33,MCTS,24,34,478,17.0381,512.0
34,MCTS,24,35,249,10.0176,256.0
35,MCTS,24,36,716,24.2202,1024.0
36,MCTS,24,37,486,17.1626,512.0
37,MCTS,24,38,271,10.8079,256.0
38,MCTS,24,39,522,18.0032,512.0
39,MCTS,24,40,492,17.1134,512.0
40,MCTS,24,41,502,18.1648,512.0
41,MCTS,24,42,779,27.004,1024.0
42,MCTS,24,43,263,11.1065,256.0
43,MCTS,24,44,610,19.7165,1024.0
44,MCTS,24,45,823,25.1441,1024.0
45,MCTS,24,46,473,17.5075,512.0
46,MCTS,24,47,510,17.2723,512.0
47,MCTS,24,48,345,14.2139,512.0
48,MCTS,24,49,256,10.6288,256.0
49,MCTS,24,50,677,24.0784,1024.0
50,MCTS,24,51,505,17.7661,512.0
51,MCTS,24,52,248,10.8338,256.0
52,MCTS,24,53,388,15.5113,512.0
53,MCTS,24,54,469,17.58,512.0
54,MCTS,24,55,734,25.2135,1024.0
55,MCTS,24,56,446,17.3978,512.0
56,MCTS,24,57,435,16.9461,512.0
57,MCTS,24,58,256,10.6845,256.0
58,MCTS,24,59,476,17.6182,512.0
59,MCTS,24,60,475,17.8281,512.0
60,MCTS,24,61,756,24.5984,1024.0
61,MCTS,24,62,487,17.4915,512.0
62,MCTS,24,63,356,14.0606,512.0
63,MCTS,24,64,440,17.3653,512.0
64,MCTS,24,65,674,24.2304,1024.0
65,MCTS,24,66,254,10.322,256.0
66,MCTS,24,67,645,23.9726,1024.0
67,MCTS,24,68,453,17.0275,512.0
68,MCTS,24,69,146,6.9832,128.0
69,MCTS,24,70,683,24.2212,1024.0
70,MCTS,24,71,701,22.9134,1024.0
71,MCTS,24,72,678,22.0465,1024.0
72,MCTS,24,73,620,22.304,1024.0
73,MCTS,24,74,405,15.2757,512.0
74,MCTS,24,75,486,17.4322,512.0
75,MCTS,24,76,288,11.9177,256.0
76,MCTS,24,77,850,29.0946,1024.0
77,MCTS,24,78,308,12.3366,512.0
78,MCTS,24,79,274,10.9831,256.0
79,MCTS,24,80,716,22.8264,1024.0
80,MCTS,24,81,454,17.2622,512.0
81,MCTS,24,82,410,15.4935,512.0
82,MCTS,24,83,443,17.5307,512.0
83,MCTS,24,84,135,6.8858,128.0
84,MCTS,24,85,507,17.91,512.0
85,MCTS,24,86,172,7.8531,128.0
86,MCTS,24,87,436,16.8054,512.0
87,MCTS,24,88,406,15.7474,512.0
88,MCTS,24,89,266,11.2642,256.0
89,MCTS,24,90,144,7.4869,128.0
90,MCTS,24,91,393,15.8598,512.0
91,MCTS,24,92,257,10.2041,256.0
92,MCTS,24,93,143,6.7625,128.0
93,MCTS,24,94,428,15.9454,512.0
94,MCTS,24,95,715,24.7816,1024.0
95,MCTS,24,96,736,23.9637,1024.0
96,MCTS,24,97,289,11.9182,256.0
97,MCTS,24,98,348,14.2141,512.0
98,MCTS,24,99,267,11.1097,256.0
99,MCTS,24,100,487,17.4814,512.0
100,MCTS,24,101,508,18.4418,512.0
101,MCTS,24,102,181,8.7936,256.0
102,MCTS,24,103,273,11.7381,256.0
103,MCTS,24,104,262,11.0487,256.0
104,MCTS,24,105,356,14.1289,512.0
105,MCTS,24,106,687,25.034,1024.0
106,MCTS,24,107,243,10.1812,256.0
107,MCTS,24,108,378,15.2141,512.0
108,MCTS,24,109,420,14.9566,512.0
109,MCTS,24,110,245,10.5311,256.0
110,MCTS,24,111,739,25.8014,1024.0
111,MCTS,24,112,728,25.2332,1024.0
112,MCTS,24,113,295,11.2868,256.0
113,MCTS,24,114,557,19.4854,512.0
114,MCTS,24,115,710,24.9655,1024.0
115,MCTS,24,116,487,17.074,512.0
116,MCTS,24,117,485,18.2558,512.0
117,MCTS,24,118,666,23.0749,1024.0
118,MCTS,24,119,631,21.962,1024.0
119,MCTS,24,120,194,8.9074,256.0
120,MCTS,24,121,972,30.8712,1024.0
121,MCTS,24,122,650,21.7851,1024.0
122,MCTS,24,123,710,23.9675,1024.0
123,MCTS,24,124,432,15.9868,512.0
124,MCTS,24,125,751,25.4504,1024.0
125,MCTS,24,126,451,17.4133,512.0
126,MCTS,24,127,276,10.8506,256.0
127,MCTS,24,128,479,16.3291,512.0
128,MCTS,24,129,209,9.5714,256.0
129,MCTS,24,130,696,24.2903,1024.0
130,MCTS,24,131,380,14.8653,512.0
131,MCTS,24,132,427,16.0995,512.0
132,MCTS,24,133,449,16.8569,512.0
133,MCTS,24,134,622,22.941,1024.0
134,MCTS,24,135,489,17.6837,512.0
135,MCTS,24,136,478,17.0579,512.0
136,MCTS,24,137,468,17.574,512.0
137,MCTS,24,138,503,17.0154,512.0
138,MCTS,24,139,459,17.5581,512.0
139,MCTS,24,140,377,13.8805,512.0
140,MCTS,24,141,493,18.0099,512.0
141,MCTS,24,142,904,30.3979,1024.0
142,MCTS,24,143,464,17.2083,512.0
143,MCTS,24,144,382,15.0553,512.0
144,MCTS,24,145,696,23.7869,1024.0
145,MCTS,24,146,650,23.6048,1024.0
146,MCTS,24,147,505,16.9523,512.0
147,MCTS,24,148,468,16.7555,512.0
148,MCTS,24,149,426,17.3415,512.0
149,MCTS,24,150,766,26.5132,1024.0
150,MCTS,24,151,581,21.0265,1024.0
151,MCTS,24,152,500,18.2842,512.0
152,MCTS,24,153,484,17.4043,512.0
153,MCTS,24,154,369,14.6667,512.0
154,MCTS,24,155,468,17.18,512.0
155,MCTS,24,156,540,18.4079,512.0
156,MCTS,24,157,607,22.5663,1024.0
157,MCTS,24,158,705,23.8255,1024.0
158,MCTS,24,159,353,14.3017,512.0
159,MCTS,24,160,491,16.9569,512.0
160,MCTS,24,161,481,17.3999,512.0
161,MCTS,24,162,154,7.5808,128.0
162,MCTS,24,163,868,26.9067,1024.0
163,MCTS,24,164,894,28.011,1024.0
164,MCTS,24,165,512,18.9974,512.0
165,MCTS,24,166,264,11.0099,256.0
166,MCTS,24,167,268,11.2779,256.0
167,MCTS,24,168,707,24.7043,1024.0
168,MCTS,24,169,739,24.6955,1024.0
169,MCTS,24,170,717,24.2458,1024.0
170,MCTS,24,171,971,29.7378,1024.0
171,MCTS,24,172,829,27.1125,1024.0
172,MCTS,24,173,531,19.253,1024.0
173,MCTS,24,174,479,17.6385,512.0
174,MCTS,24,175,598,18.7637,1024.0
175,MCTS,24,176,850,28.3475,1024.0
176,MCTS,24,177,506,17.6266,512.0
177,MCTS,24,178,524,19.144,512.0
178,MCTS,24,179,257,11.2929,256.0
179,MCTS,24,180,733,23.8316,1024.0
180,MCTS,24,181,723,24.61,1024.0
181,MCTS,24,182,914,28.4356,1024.0
182,MCTS,24,183,419,15.9796,512.0
183,MCTS,24,184,513,18.1087,512.0
184,MCTS,24,185,236,10.1234,256.0
185,MCTS,24,186,306,12.1216,256.0
186,MCTS,24,187,369,14.1006,512.0
187,MCTS,24,188,637,22.1429,1024.0
188,MCTS,24,189,492,16.804,512.0
189,MCTS,24,190,944,30.2008,1024.0
190,MCTS,24,191,471,17.5607,512.0
191,MCTS,24,192,633,22.0196,1024.0
192,MCTS,24,193,446,17.3658,512.0
193,MCTS,24,194,217,10.1094,256.0
194,MCTS,24,195,500,17.7299,512.0
195,MCTS,24,196,469,17.545,512.0
196,MCTS,24,197,539,16.7309,512.0
197,MCTS,24,198,435,16.9005,512.0
198,MCTS,24,199,167,7.3194,128.0
199,MCTS,24,200,276,11.8834,256.0
